İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
15878-12211,27 Gün Önce,Satılık,Daire,3 + 1,130 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Keçiören,Yükseltepe,420.000 TL
111267-846,11 Gün Önce,Satılık,Daire,4 + 1,180 m2,6. Kat,3 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Etimesgut,Bağlıca,699.000 TL
68764-1034,8 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Keçiören,Kamil Ocak,350.000 TL
79029-3559,22 Gün Önce,Satılık,Daire,3 + 1,160 m2,15. Kat,2 Yaşında,Kombi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,190 TL,Hayır,Mamak,Durali Alıç,575.000 TL
3535-3931,21 Gün Önce,Satılık,Daire,5 + 1,400 m2,17. Kat,2 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,420 TL,Hayır,Gölbaşı,Taşpınar,1.300.000 TL
44716-6542,7 Gün Önce,Satılık,Daire,4 + 1,180 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Evet,Mamak,General Zeki Doğan,510.000 TL
15487-2332,7 Gün Önce,Satılık,Villa,4 + 1,190 m2,,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Etimesgut,Atakent,990.000 TL
88386-2854,7 Gün Önce,Satılık,Daire,2 + 1,95 m2,2. Kat,26 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,200 TL,Hayır,Yenimahalle,Kentkoop,325.000 TL
26004-15568,12 Gün Önce,Satılık,Daire,4 + 1,250 m2,2. Kat,1 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Hayır,Keçiören,Etlik,1.250.000 TL
117517-7,6 Gün Önce,Satılık,Bina,8 + 4,"1,200 m2",,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Etimesgut,İstasyon,2.050.000 TL
119164-290,7 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,35 TL,Hayır,Çankaya,Harbiye,399.000 TL
4480-21042,12 Gün Önce,Satılık,Daire,4 + 1,150 m2,3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Pursaklar,Tevfik İleri,299.000 TL
26004-15551,20 Gün Önce,Satılık,Daire,4 + 1,200 m2,10. Kat,Sıfır Bina,Merkezi (Pay Ölçer),26 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,300 TL,Hayır,Keçiören,Etlik,1.435.000 TL
118808-262,10 Gün Önce,Satılık,Daire,8 + 2,390 m2,2. Kat,3 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat İrtifakı,100 TL,Hayır,Yenimahalle,Kayalar,745.000 TL
4480-21044,11 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Pursaklar,Merkez,259.000 TL
16761-27896,13 Gün Önce,Satılık,Daire,3 + 1,125 m2,Yüksek Giriş,19 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Mürsel Uluç,307.000 TL
4480-21085,12 Gün Önce,Satılık,Daire,3 + 1,165 m2,7. Kat,Sıfır Bina,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Hayır,Pursaklar,Merkez,580.000 TL
56586-2311,7 Gün Önce,Satılık,Daire,3 + 1,105 m2,1. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Keçiören,Ayvalı,235.000 TL
68373-1055,11 Gün Önce,Satılık,Daire,3 + 1,125 m2,5. Kat,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Sincan,Mevlana,215.000 TL
43480-8897,18 Gün Önce,Satılık,Daire,1 + 1,50 m2,9. Kat,29 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Etimesgut,Şehit Osman Avcı,250.000 TL
83304-2310,5 Gün Önce,Satılık,Daire,4 + 1,160 m2,1. Kat,Sıfır Bina,Kombi,1 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,10 TL,Hayır,Altındağ,Aydınlıkevler,830.000 TL
6266-6620,19 Gün Önce,Satılık,Daire,1 + 1,95 m2,Yüksek Giriş,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Keçiören,Etlik,125.000 TL
2888-13038,23 Gün Önce,Satılık,Daire,6 + 1,160 m2,Kot 1,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Evet,Etimesgut,Piyade,319.000 TL
121003-427,10 Gün Önce,Satılık,Daire,4 + 1,200 m2,4. Kat,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Evet,Keçiören,İncirli,515.000 TL
67191-2408,17 Gün Önce,Satılık,Daire,3 + 1,125 m2,4. Kat,22 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,75 TL,Evet,Sincan,Yunus Emre,359.000 TL
64802-4288,Dün,Satılık,Villa,5 + 2,450 m2,,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,,İkinci El,,,,,Çankaya,Mutlukent,3.500.000 TL
16407-8774,9 Gün Önce,Satılık,Daire,3 + 1,150 m2,2. Kat,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,25 TL,Hayır,Etimesgut,İstasyon,585.000 TL
26004-15476,26 Gün Önce,Satılık,Daire,4 + 1,170 m2,1. Kat,4 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,225 TL,Hayır,Keçiören,Etlik,585.000 TL
113388-815,7 Gün Önce,Satılık,Daire,3 + 1,135 m2,2. Kat,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Etimesgut,Topçu,365.000 TL
113388-781,11 Gün Önce,Satılık,Daire,4 + 1,260 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Evet,Etimesgut,Topçu,495.000 TL
121128-475,13 Gün Önce,Satılık,Daire,3 + 1,105 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Mamak,Saimekadın,227.000 TL
86972-958,28 Gün Önce,Satılık,Daire,3 + 1,155 m2,15. Kat,2 Yaşında,Merkezi,18 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Etimesgut,Bağlıca,1.079.000 TL
40002-457,6 Gün Önce,Satılık,Daire,1 + 1,86 m2,21 ve üzeri,1 Yaşında,Merkezi,35 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,,,Çankaya,İlkbahar,385.000 TL
113811-468,26 Gün Önce,Satılık,Daire,3 + 1,116 m2,6. Kat,8 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,160 TL,Hayır,Etimesgut,Yapracık,220.000 TL
4583-14196,Bugün,Satılık,Daire,3 + 1,130 m2,7. Kat,25 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,175 TL,Hayır,Çankaya,Karapınar,645.000 TL
111176-816,8 Gün Önce,Satılık,Daire,3 + 1,125 m2,Kot 2,26 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,,Keçiören,Basınevleri,255.000 TL
6337-505,5 Gün Önce,Satılık,Daire,3 + 1,150 m2,Kot 1,25 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,400 TL,Hayır,Çankaya,Büyükesat,330.000 TL
12670-2815,Dün,Satılık,Daire,2 + 1,100 m2,8. Kat,30 Yaşında,Kombi,15 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,İşçi Blokları,425.000 TL
56586-2273,11 Gün Önce,Satılık,Daire,3 + 1,145 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Keçiören,Şehit Kubilay,385.000 TL
104775-3908,10 Gün Önce,Satılık,Daire,3 + 1,115 m2,Kot 1,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,30 TL,Evet,Mamak,Şahintepe,120.000 TL
2602-7945,19 Gün Önce,Satılık,Daire,2 + 1,120 m2,Bahçe Katı,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Evet,Çankaya,Harbiye,289.000 TL
94732-183,15 Gün Önce,Satılık,Daire,3 + 1,130 m2,Ara Kat,15 Yaşında,Merkezi,15 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,950 TL,Hayır,Çankaya,Gaziosmanpaşa,600.000 TL
92671-1936,5 Gün Önce,Satılık,Daire,2 + 1,110 m2,2. Kat,5 Yaşında,Merkezi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,150 TL,Evet,Gölbaşı,Kızılcaşar,549.000 TL
73018-1007,8 Gün Önce,Satılık,Daire,3 + 1,120 m2,Giriş Katı,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Fatih,340.000 TL
101486-931,26 Gün Önce,Satılık,Daire,6 + 2,260 m2,3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Belirtilmemiş,Kat Mülkiyeti,50 TL,Evet,Keçiören,Ufuktepe,688.000 TL
121942-78,8 Gün Önce,Satılık,Daire,3 + 1,125 m2,Kot 1,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Altındağ,Karapürçek,163.000 TL
79082-731,25 Gün Önce,Satılık,Daire,1 + 1,56 m2,1. Kat,Sıfır Bina,Merkezi,16 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Yenimahalle,Turgut Özal,325.000 TL
4901-2095,26 Gün Önce,Satılık,Daire,4 + 1,200 m2,8. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Evet,Keçiören,Yükseltepe,649.000 TL
22633-2922,21 Gün Önce,Satılık,Daire,4 + 1,165 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,100 TL,Hayır,Altındağ,Aydınlıkevler,730.000 TL
4846-4491,18 Gün Önce,Satılık,Daire,4 + 1,180 m2,4. Kat,14 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Boş,Kat Mülkiyeti,50 TL,,Çankaya,Şehit Cengiz Karaca,730.000 TL
3493-25257,8 Gün Önce,Satılık,Daire,3 + 1,145 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Çankaya,İlkadım,479.000 TL
34109-3619,7 Gün Önce,Satılık,Daire,3 + 1,145 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Mamak,Kutlu,210.000 TL
2626-9031,22 Gün Önce,Satılık,Daire,6 + 1,300 m2,11. Kat,15 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun değil,Eşyalı Değil,4,Betonarme,Sıfır,Boş,,,,Etimesgut,Bağlıca,649.000 TL
101486-1074,15 Gün Önce,Satılık,Daire,3 + 1,140 m2,3. Kat,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Belirtilmemiş,Kat Mülkiyeti,50 TL,Evet,Keçiören,Atapark,488.000 TL
118808-403,7 Gün Önce,Satılık,Daire,4 + 1,195 m2,5. Kat,4 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Keçiören,Etlik,659.000 TL
26004-15600,25 Gün Önce,Satılık,Daire,3 + 1,165 m2,1. Kat,6 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,125 TL,Hayır,Yenimahalle,Pamuklar,550.000 TL
26004-15191,19 Gün Önce,Satılık,Daire,4 + 1,200 m2,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,200 TL,Hayır,Keçiören,Ovacık,855.000 TL
120474-254,23 Gün Önce,Satılık,Daire,4 + 1,190 m2,2. Kat,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,25 TL,Evet,Mamak,Yeni Bayındır,312.000 TL
114754-533,12 Gün Önce,Satılık,Daire,4 + 1,150 m2,Yüksek Giriş,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,150 TL,Evet,Çankaya,Kırkkonaklar,600.000 TL
64542-12781,14 Gün Önce,Satılık,Daire,3 + 1,140 m2,3. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,40 TL,Evet,Keçiören,Yükseltepe,318.000 TL
16167-938,23 Gün Önce,Satılık,Daire,3 + 1,140 m2,2. Kat,18 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Evet,Yenimahalle,Kentkoop,524.000 TL
55857-3727,9 Gün Önce,Satılık,Daire,3 + 1,110 m2,Kot 1,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Keçiören,Etlik,200.000 TL
37602-2348,20 Gün Önce,Satılık,Villa,5 + 2,385 m2,,2 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,,,Çankaya,Alacaatlı,1.630.000 TL
1468-9737,Dün,Satılık,Daire,2 + 1,110 m2,2. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Evet,Çankaya,Tınaztepe,287.000 TL
94970-3946,13 Gün Önce,Satılık,Daire,4 + 1,150 m2,Kot 1,28 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Keçiören,Uyanış,345.000 TL
56586-2201,14 Gün Önce,Satılık,Daire,4 + 1,170 m2,2. Kat,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Keçiören,Ayvalı,445.000 TL
16354-20808,8 Gün Önce,Satılık,Daire,3 + 1,150 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Ayvalı,465.000 TL
116916-427,11 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Mamak,Yeni Bayındır,285.000 TL
692546-1337,22 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Mamak,Mutlu,265.000 TL
34109-3190,19 Gün Önce,Satılık,Daire,3 + 1,178 m2,3. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Mamak,Mutlu,330.000 TL
119164-272,9 Gün Önce,Satılık,Daire,3 + 1,135 m2,2. Kat,25 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,250 TL,Hayır,Çankaya,Güvenevler,439.000 TL
117536-97,Dün,Satılık,Daire,2 + 1,110 m2,3. Kat,25 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,320 TL,Hayır,Çankaya,Tınaztepe,365.000 TL
116423-486,26 Gün Önce,Satılık,Daire,3 + 1,140 m2,1. Kat,4 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Mamak,Durali Alıç,227.000 TL
40243-7805,11 Gün Önce,Satılık,Daire,3 + 1,100 m2,Giriş Katı,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Çağlayan,288.000 TL
16087-2542,23 Gün Önce,Satılık,Daire,3 + 1,135 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Keçiören,Esertepe,350.000 TL
3493-25123,14 Gün Önce,Satılık,Daire,2 + 1,110 m2,Yüksek Giriş,19 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Şehit Cengiz Karaca,295.000 TL
56586-2328,23 Gün Önce,Satılık,Daire,3 + 1,135 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Etlik,475.000 TL
3483-3693,8 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,22 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,35 TL,Hayır,Çankaya,İlkadım,359.000 TL
67662-152,Dün,Satılık,Daire,3 + 1,150 m2,1. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,60 TL,Evet,Altındağ,Aydınlıkevler,510.000 TL
21401-1056,5 Gün Önce,Satılık,Daire,3 + 1,110 m2,Giriş Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,30 TL,Hayır,Mamak,Demirlibahçe,180.000 TL
25300-1959,7 Gün Önce,Satılık,Daire,4 + 1,200 m2,4. Kat,8 Yaşında,Kat Kaloriferi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,250 TL,Hayır,Çankaya,Çukurambar,1.550.000 TL
9988-1378,5 Gün Önce,Satılık,Daire,2 + 1,110 m2,3. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Yenimahalle,Karşıyaka,185.000 TL
16407-8408,9 Gün Önce,Satılık,Daire,3 + 1,120 m2,Bahçe Katı,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Etimesgut,Oğuzlar,220.000 TL
42882-725,4 Gün Önce,Satılık,Daire,3 + 1,145 m2,Bahçe Katı,7 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,Evet,Polatlı,Fatih,185.000 TL
16354-20782,11 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,21 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Keçiören,Aşağı Eğlence,379.000 TL
114417-49,25 Gün Önce,Satılık,Daire,5 + 2,270 m2,Teras Katı,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Etimesgut,Alsancak,420.000 TL
59687-169,Bugün,Satılık,Daire,1 + 1,60 m2,10. Kat,1 Yaşında,Merkezi (Pay Ölçer),25 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,175 TL,Hayır,Yenimahalle,Turgut Özal,279.000 TL
120171-227,8 Gün Önce,Satılık,Daire,2 + 1,105 m2,Kot 1,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Evet,Sincan,Mareşal Çakmak,189.000 TL
64542-11113,15 Gün Önce,Satılık,Bina,3 + 1,130 m2,,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Evet,Keçiören,Sancaktepe,135.000 TL
39672-9083,14 Gün Önce,Satılık,Daire,3 + 1,130 m2,1. Kat,20 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,,Keçiören,Ayvalı,315.000 TL
114144-589,6 Gün Önce,Satılık,Daire,3 + 1,130 m2,Yüksek Giriş,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,50 TL,Hayır,Keçiören,Yayla,265.000 TL
16354-20799,8 Gün Önce,Satılık,Daire,3 + 1,135 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Evet,Yenimahalle,Pamuklar,349.000 TL
64542-12875,23 Gün Önce,Satılık,Daire,2 + 1,110 m2,1. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,40 TL,Evet,Keçiören,Sancaktepe,319.000 TL
40243-7977,18 Gün Önce,Satılık,Daire,3 + 1,120 m2,Kot 1,4 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Şahintepe,255.000 TL
3493-25352,28 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Aşağı Öveçler,389.000 TL
4480-20784,7 Gün Önce,Satılık,Daire,4 + 1,150 m2,4. Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,,Hayır,Pursaklar,Merkez,409.000 TL
119679-85,7 Gün Önce,Satılık,Villa,5 + 2,446 m2,,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Çankaya,Alacaatlı,4.150.000 TL
122655-15,23 Gün Önce,Satılık,Daire,5 + 1,180 m2,Teras Katı,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,30 TL,Evet,Altındağ,Beşikkaya,400.000 TL
4480-21173,13 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Pursaklar,Merkez,265.000 TL
121128-482,16 Gün Önce,Satılık,Daire,3 + 1,115 m2,2. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Mamak,Karaağaç,230.000 TL
