İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
121018-69,23 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Evet,Keçiören,Şefkat,359.000 TL
17616-682,133 Gün Önce,Satılık,Daire,4 + 1,180 m2,3. Kat,Sıfır Bina,Kombi,13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Sincan,Mustafa Kemal,535.000 TL
4180-8154,54 Gün Önce,Satılık,Daire,4 + 1,200 m2,2. Kat,20 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Evet,Çankaya,Şehit Cengiz Karaca,429.000 TL
26004-15424,34 Gün Önce,Satılık,Daire,3 + 1,120 m2,6. Kat,3 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Keçiören,Etlik,485.000 TL
14976-2624,10 Gün Önce,Satılık,Daire,3 + 1,140 m2,2. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,80 TL,,Çankaya,Kırkkonaklar,535.000 TL
66820-2745,64 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Çankaya,Aydınlar,325.000 TL
43014-2233,14 Gün Önce,Satılık,Daire,2 + 1,100 m2,Ara Kat,17 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Çankaya,Oran,435.000 TL
121653-58,18 Gün Önce,Satılık,Daire,3 + 1,120 m2,5. Kat,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Evet,Sincan,Fevzi Çakmak,240.000 TL
93678-7370,31 Gün Önce,Satılık,Daire,2 + 1,125 m2,Giriş Katı,5 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Keçiören,Yayla,219.000 TL
5832-7490,88 Gün Önce,Satılık,Daire,3 + 1,115 m2,Kot 1,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,Keçiören,Yayla,335.000 TL
35001-2792,48 Gün Önce,Satılık,Daire,3 + 1,110 m2,Yüksek Giriş,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,,Altındağ,Güneşevler,245.000 TL
26004-15219,183 Gün Önce,Satılık,Daire,4 + 1,200 m2,10. Kat,Sıfır Bina,Merkezi (Pay Ölçer),23 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Keçiören,Etlik,650.000 TL
67901-576,50 Gün Önce,Satılık,Daire,3 + 1,130 m2,Bahçe Katı,40 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,2,Ev Sahibi Oturuyor,Kat Mülkiyeti,700 TL,Hayır,,,Çankaya,Gaziosmanpaşa,620.000 TL
5832-7460,111 Gün Önce,Satılık,Daire,4 + 1,170 m2,Yüksek Giriş,3 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Yenimahalle,Pamuklar,530.000 TL
40243-6120,97 Gün Önce,Satılık,Daire,4 + 1,200 m2,3. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Mamak,Tuzluçayır,365.000 TL
692549-1252,33 Gün Önce,Satılık,Daire,3 + 1,125 m2,Kot 1,10 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Keçiören,İncirli,225.000 TL
41152-1325,165 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,35 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,400 TL,Hayır,Çankaya,Emek,550.000 TL
66647-582,37 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Pursaklar,Mimar Sinan,249.000 TL
117162-104,10 Gün Önce,Satılık,Daire,3 + 1,120 m2,Giriş Katı,17 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,50 TL,Hayır,Sincan,Selçuklu,139.000 TL
102593-429,12 Gün Önce,Satılık,Daire,3 + 1,135 m2,Kot 1,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Pursaklar,Fatih,210.000 TL
46993-947,19 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Evet,Çankaya,Gaziosmanpaşa,890.000 TL
43512-2573,37 Gün Önce,Satılık,Villa,5 + 2,600 m2,,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,"1,000 TL",Hayır,Gölbaşı,Hacılar,4.250.000 TL
103175-608,74 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,20 TL,Hayır,Etimesgut,Kazım Karabekir,220.000 TL
16407-8839,34 Gün Önce,Satılık,Daire,3 + 1,115 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Etimesgut,Topçu,315.000 TL
114804-1207,43 Gün Önce,Satılık,Daire,3 + 1,120 m2,Kot 1,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Evet,Mamak,Tuzluçayır,143.500 TL
56007-2393,Dün,Satılık,Daire,3 + 1,120 m2,2. Kat,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Ev Sahibi Oturuyor,,30 TL,,Çankaya,Birlik,483.000 TL
90726-783,233 Gün Önce,Satılık,Daire,3 + 1,135 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Mamak,Türközü,325.000 TL
37528-2648,24 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Mamak,Başak,174.000 TL
122195-24,17 Gün Önce,Satılık,Daire,2 + 1,125 m2,Giriş Katı,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Keçiören,Atapark,179.000 TL
5832-7461,74 Gün Önce,Satılık,Daire,3 + 1,115 m2,Yüksek Giriş,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,Keçiören,Esertepe,360.000 TL
105502-862,42 Gün Önce,Satılık,Daire,2 + 1,100 m2,En Üst Kat,9 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Mamak,Altınevler,240.000 TL
114427-192,97 Gün Önce,Satılık,Daire,4 + 1,200 m2,3. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Etimesgut,İstasyon,365.000 TL
121276-10,91 Gün Önce,Satılık,Daire,4 + 1,165 m2,2. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Evet,Keçiören,Yayla,425.000 TL
74395-206,96 Gün Önce,Satılık,Daire,4 + 1,225 m2,6. Kat,Sıfır Bina,Kombi,25 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,250 TL,Evet,Mamak,General Zeki Doğan,875.000 TL
9751-1189,13 Gün Önce,Satılık,Daire,2 + 1,95 m2,Bahçe Katı,45 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Barbaros,230.000 TL
118383-131,28 Gün Önce,Satılık,Daire,3 + 1,145 m2,3. Kat,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Altındağ,Karapürçek,225.000 TL
14225-2583,62 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,20 Yaşında,Merkezi,14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,500 TL,Hayır,Çankaya,Yıldızevler,670.000 TL
46555-7760,40 Gün Önce,Satılık,Daire,3 + 1,115 m2,3. Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,70 TL,Hayır,Etimesgut,Oğuzlar,317.000 TL
4380-9721,127 Gün Önce,Satılık,Daire,4 + 1,220 m2,2. Kat,4 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Çankaya,Ata,549.000 TL
5832-7399,99 Gün Önce,Satılık,Daire,3 + 1,115 m2,Giriş Katı,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Keçiören,Aşağı Eğlence,450.000 TL
93256-406,248 Gün Önce,Satılık,Daire,2 + 1,100 m2,Kot 1,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Mamak,General Zeki Doğan,159.000 TL
2602-7900,36 Gün Önce,Satılık,Daire,3 + 1,130 m2,3. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,50 TL,Hayır,Çankaya,İlkadım,368.000 TL
104817-272,9 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Merkez,255.000 TL
63484-3249,41 Gün Önce,Satılık,Daire,5 + 1,245 m2,3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,Hayır,Mamak,Mutlu,335.000 TL
61518-860,12 Gün Önce,Satılık,Daire,3 + 1,135 m2,2. Kat,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,10 TL,Hayır,Polatlı,Şentepe,295.000 TL
54400-1893,33 Gün Önce,Satılık,Daire,3 + 1,125 m2,Bahçe Katı,25 Yaşında,Soba,4 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,10 TL,Hayır,Polatlı,Zafer,69.000 TL
116051-92,165 Gün Önce,Satılık,Daire,2 + 1,90 m2,Giriş Katı,18 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Hayır,Sincan,Mareşal Çakmak,125.000 TL
116423-505,31 Gün Önce,Satılık,Daire,3 + 1,150 m2,7. Kat,Sıfır Bina,Merkezi (Pay Ölçer),7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,1 TL,Evet,Mamak,Durali Alıç,379.000 TL
120490-50,57 Gün Önce,Satılık,Daire,3 + 1,130 m2,3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,50 TL,Hayır,Keçiören,Atapark,355.000 TL
32660-1174,28 Gün Önce,Satılık,Daire,3 + 1,130 m2,3. Kat,30 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,250 TL,Hayır,Çankaya,Fidanlık,350.000 TL
17943-1322,29 Gün Önce,Satılık,Bina,3 + 1,500 m2,,30 Yaşında,Soba,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,,Evet,Çubuk,Atatürk,500.000 TL
44716-6656,Dün,Satılık,Daire,4 + 1,255 m2,3. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,,Mamak,Misket,256.000 TL
28880-3464,39 Gün Önce,Satılık,Daire,4 + 1,185 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Etimesgut,Bağlıca,1.180.000 TL
121293-3,Bugün,Satılık,Daire,1 + 1,65 m2,1. Kat,Sıfır Bina,Merkezi,12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,Çankaya,Yaşamkent,315.000 TL
15487-2300,20 Gün Önce,Satılık,Daire,2 + 1,110 m2,Bahçe Katı,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Evet,Etimesgut,Topçu,157.000 TL
15126-3279,90 Gün Önce,Satılık,Daire,4 + 1,280 m2,9. Kat,4 Yaşında,Merkezi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,,,Hayır,Mamak,Ege,860.000 TL
1810-3869,43 Gün Önce,Satılık,Daire,4 + 1,192 m2,6. Kat,7 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,185 TL,Hayır,Etimesgut,Atayurt,395.000 TL
35001-2792,48 Gün Önce,Satılık,Daire,3 + 1,110 m2,Yüksek Giriş,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,,Altındağ,Güneşevler,245.000 TL
68373-824,142 Gün Önce,Satılık,Bina,2 + 1,75 m2,Yüksek Giriş,40 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Sincan,Fatih,125.000 TL
66869-756,266 Gün Önce,Satılık,Daire,4 + 1,250 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Fatih,310.000 TL
16407-8411,30 Gün Önce,Satılık,Daire,3 + 1,135 m2,2. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Etimesgut,Topçu,340.000 TL
95879-1415,8 Gün Önce,Satılık,Daire,3 + 1,159 m2,2. Kat,3 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,250 TL,Hayır,Etimesgut,Şehit Osman Avcı,630.000 TL
26004-15380,69 Gün Önce,Satılık,Daire,4 + 1,200 m2,6. Kat,Sıfır Bina,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Hayır,Keçiören,Ovacık,590.000 TL
72969-1715,89 Gün Önce,Satılık,Daire,3 + 2,230 m2,3. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,40 TL,Evet,Mamak,Durali Alıç,390.000 TL
86972-933,50 Gün Önce,Satılık,Daire,3 + 1,175 m2,10. Kat,6 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Etimesgut,Bağlıca,695.000 TL
58364-3287,21 Gün Önce,Satılık,Daire,3 + 1,130 m2,1. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Evet,Keçiören,Etlik,299.000 TL
52878-61,14 Gün Önce,Satılık,Daire,4 + 1,215 m2,1. Kat,Sıfır Bina,Merkezi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Yapım Aşamasında,,,"1,000 TL",,Çankaya,Beytepe,2.150.000 TL
69646-1898,14 Gün Önce,Satılık,Daire,4 + 1,300 m2,3. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Evet,Mamak,Şahintepe,425.000 TL
70467-35,16 Gün Önce,Satılık,Daire,3 + 1,115 m2,4. Kat,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Evet,Mamak,Kazım Orbay,525.000 TL
65431-8298,84 Gün Önce,Satılık,Daire,4 + 1,170 m2,5. Kat,Sıfır Bina,Kombi,17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,,,,,Pursaklar,Tevfik İleri,580.000 TL
4180-7994,46 Gün Önce,Satılık,Daire,3 + 1,115 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,50 TL,Hayır,Çankaya,Cevizlidere,350.000 TL
66833-149,54 Gün Önce,Satılık,Daire,3 + 1,150 m2,12. Kat,9 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Evet,Pursaklar,Saray Fatih,345.000 TL
26004-15203,185 Gün Önce,Satılık,Daire,4 + 1,190 m2,9. Kat,Sıfır Bina,Merkezi (Pay Ölçer),26 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,200 TL,Hayır,Keçiören,Ovacık,730.000 TL
14431-8978,42 Gün Önce,Satılık,Daire,3 + 1,135 m2,2. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Keçiören,Aşağı Eğlence,520.000 TL
69377-1096,28 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,,Yenimahalle,Çarşı,360.000 TL
90726-870,69 Gün Önce,Satılık,Daire,3 + 1,120 m2,En Üst Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Umut,265.000 TL
102972-365,121 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Sincan,Saraycık,337.000 TL
114144-613,26 Gün Önce,Satılık,Daire,3 + 1,145 m2,1. Kat,8 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,,235 TL,,Yenimahalle,Serhat,595.000 TL
81983-1007,38 Gün Önce,Satılık,Daire,4 + 1,220 m2,6. Kat,12 Yaşında,Merkezi (Pay Ölçer),23 Katlı,Uygun,Eşyalı Değil,2,,,Boş,,"1,100 TL",Hayır,Çankaya,Güzeltepe,1.850.000 TL
95047-680,20 Gün Önce,Satılık,Daire,4 + 1,190 m2,1. Kat,4 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,250 TL,,Yenimahalle,Ostim OSB,690.000 TL
32358-5106,32 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,20 TL,Hayır,Mamak,Peyami Safa,175.000 TL
26004-15326,61 Gün Önce,Satılık,Daire,4 + 1,180 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Hayır,Keçiören,Etlik,640.000 TL
3493-24932,44 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Osman Temiz,437.000 TL
7090-7636,70 Gün Önce,Satılık,Daire,4 + 1,165 m2,1. Kat,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,75 TL,Hayır,Çankaya,Akpınar,645.000 TL
65431-8859,23 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,,,Pursaklar,Merkez,330.000 TL
113552-189,82 Gün Önce,Satılık,Villa,5 + 1,200 m2,,15 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,3,,İkinci El,,,,,Mamak,Karşıyaka,749.000 TL
96373-656,49 Gün Önce,Satılık,Daire,3 + 1,200 m2,3. Kat,3 Yaşında,Merkezi (Pay Ölçer),3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,100 TL,Hayır,Çankaya,Bahçelievler,1.550.000 TL
66833-135,48 Gün Önce,Satılık,Daire,4 + 1,180 m2,6. Kat,1 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,,Pursaklar,Saray Fatih,550.000 TL
6431-718,77 Gün Önce,Satılık,Daire,3 + 1,140 m2,3. Kat,5 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Mamak,Akşemsettin,455.000 TL
25069-1423,186 Gün Önce,Satılık,Daire,4 + 1,250 m2,10. Kat,27 Yaşında,Merkezi,13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Çankaya,Kavaklıdere,2.300.000 TL
39679-617,9 Gün Önce,Satılık,Daire,2 + 1,109 m2,14. Kat,35 Yaşında,Kombi,14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kiracı Oturuyor,,50 TL,Hayır,Çankaya,İşçi Blokları,410.000 TL
52444-389,35 Gün Önce,Satılık,Müstakil Ev,3 + 1,248 m2,1. Kat,60 Yaşında,Soba,1 Katlı,Uygun,Eşyalı,1,Kagir,İkinci El,Kiracı Oturuyor,Arsa,,Hayır,Altındağ,Hacı Bayram,350.000 TL
68764-1025,47 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,15 TL,Hayır,Kalecik,Çanşa Kale,185.000 TL
15878-11759,250 Gün Önce,Satılık,Daire,3 + 1,125 m2,Yüksek Giriş,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Keçiören,Sancaktepe,185.000 TL
63484-4045,43 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Mamak,Şahintepe,235.000 TL
4380-6053,138 Gün Önce,Satılık,Daire,3 + 1,140 m2,2. Kat,18 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Çankaya,Osman Temiz,450.000 TL
3493-24839,62 Gün Önce,Satılık,Daire,4 + 1,175 m2,2. Kat,19 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,320 TL,Hayır,Çankaya,Sokullu Mehmet Paşa,624.000 TL
8972-3100,25 Gün Önce,Satılık,Daire,5 + 1,175 m2,Giriş Katı,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Zafertepe,350.000 TL
53552-1243,22 Gün Önce,Satılık,Daire,5 + 1,280 m2,,4 Yaşında,Kombi,,Uygun,Eşyalı Değil,2,,,,,,,Çankaya,Emek,1.250.000 TL
9540-3924,29 Gün Önce,Satılık,Daire,6 + 2,285 m2,3. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Mürsel Uluç,560.000 TL
40243-7218,89 Gün Önce,Satılık,Daire,3 + 1,130 m2,Kot 2,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Harman,260.000 TL
