İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
2250-2421,47 Gün Önce,Satılık,Daire,2 + 1,120 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,100 TL,Hayır,Çankaya,Yukarı Bahçelievler,950.000 TL
7705-4632,37 Gün Önce,Satılık,Daire,6 + 1,310 m2,4. Kat,14 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,60 TL,Hayır,Çankaya,Ata,705.000 TL
116376-164,75 Gün Önce,Satılık,Daire,3 + 1,163 m2,Giriş Katı,1 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Altındağ,Baraj,139.000 TL
65739-15922,20 Gün Önce,Satılık,Daire,3 + 1,130 m2,Kot 1,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Altındağ,Yıldıztepe,228.000 TL
36215-407,63 Gün Önce,Satılık,Daire,2 + 1,95 m2,9. Kat,8 Yaşında,Merkezi,11 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,Kat Mülkiyeti,,,Etimesgut,Turkuaz,198.000 TL
95616-74,210 Gün Önce,Satılık,Daire,3 + 1,145 m2,2. Kat,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Çankaya,Mürsel Uluç,485.000 TL
35755-301,57 Gün Önce,Satılık,Daire,2 + 1,68 m2,1. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Keçiören,Karargahtepe,210.000 TL
692609-3974,16 Gün Önce,Satılık,Daire,4 + 1,180 m2,En Üst Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,Hayır,Etimesgut,Göksu,810.000 TL
111815-154,165 Gün Önce,Satılık,Daire,21 + 1,81 m2,8. Kat,Sıfır Bina,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Çankaya,Alacaatlı,530.000 TL
3483-3721,39 Gün Önce,Satılık,Daire,2 + 1,105 m2,2. Kat,22 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,260 TL,Hayır,Çankaya,Ayrancı,449.000 TL
36851-15767,14 Gün Önce,Satılık,Daire,3 + 1,135 m2,Kot 1,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Akpınar,329.000 TL
14984-2739,10 Gün Önce,Satılık,Daire,3 + 1,130 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,40 TL,Hayır,Çankaya,Naci Çakır,435.000 TL
111815-89,235 Gün Önce,Satılık,Daire,3 + 1,155 m2,5. Kat,Sıfır Bina,Merkezi,7 Katlı,Uygun,Eşyalı Değil,2,,Sıfır,Boş,Kat İrtifakı,450 TL,Evet,Çankaya,İncesu,600.000 TL
114015-1548,7 Gün Önce,Satılık,Daire,4 + 1,225 m2,6. Kat,Sıfır Bina,Merkezi (Pay Ölçer),7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Alacaatlı,2.250.000 TL
4901-2217,29 Gün Önce,Satılık,Daire,3 + 1,115 m2,Giriş Katı,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,40 TL,Evet,Keçiören,Esertepe,245.000 TL
4901-2244,8 Gün Önce,Satılık,Daire,3 + 1,165 m2,14. Kat,3 Yaşında,Merkezi (Pay Ölçer),18 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,150 TL,Evet,Yenimahalle,Pamuklar,615.000 TL
114804-1984,12 Gün Önce,Satılık,Daire,3 + 1,130 m2,5. Kat,21 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Mamak,Aşık Veysel,315.000 TL
72969-1773,29 Gün Önce,Satılık,Daire,2 + 1,90 m2,Bahçe Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,,,Mamak,Aşık Veysel,110.000 TL
79713-413,237 Gün Önce,Satılık,Daire,3 + 1,150 m2,Çatı Katı,35 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,300 TL,Hayır,Mamak,Demirlibahçe,210.000 TL
65739-15956,13 Gün Önce,Satılık,Daire,4 + 1,320 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Keçiören,Kavacık Subayevleri,530.000 TL
122265-40,15 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Mamak,Fahri Korutürk,225.000 TL
91324-3576,28 Gün Önce,Satılık,Daire,3 + 1,192 m2,9. Kat,Sıfır Bina,Merkezi (Pay Ölçer),32 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,415 TL,Evet,Çankaya,Yaşamkent,1.800.000 TL
3483-3744,26 Gün Önce,Satılık,Daire,3 + 1,135 m2,2. Kat,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,50 TL,Hayır,Çankaya,Harbiye,449.000 TL
16354-20957,Dün,Satılık,Daire,3 + 1,130 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Keçiören,Esertepe,269.000 TL
65739-15887,23 Gün Önce,Satılık,Daire,4 + 1,170 m2,10. Kat,Sıfır Bina,Kombi,14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Hayır,Altındağ,Güneşevler,885.000 TL
53646-6459,27 Gün Önce,Satılık,Daire,2 + 1,100 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Etimesgut,Şeyh Şamil,275.000 TL
65739-15713,43 Gün Önce,Satılık,Daire,2 + 1,100 m2,Giriş Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Keçiören,Pınarbaşı,148.000 TL
16761-28260,15 Gün Önce,Satılık,Daire,2 + 1,130 m2,Kot 2,24 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,325 TL,Hayır,Çankaya,Güzeltepe,298.000 TL
8174-2539,51 Gün Önce,Satılık,Daire,3 + 1,110 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Gölbaşı,Karşıyaka,320.000 TL
16354-20953,Dün,Satılık,Daire,4 + 1,195 m2,5. Kat,4 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Yenimahalle,Pamuklar,765.000 TL
4480-20983,Dün,Satılık,Villa,6 + 1,350 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,,,Hayır,Pursaklar,Merkez,1.950.000 TL
16761-28253,16 Gün Önce,Satılık,Daire,3 + 1,135 m2,1. Kat,22 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,380 TL,Evet,Çankaya,Harbiye,445.000 TL
15878-12494,14 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Keçiören,Yükseltepe,370.000 TL
18887-6057,121 Gün Önce,Satılık,Daire,3 + 1,116 m2,Yüksek Giriş,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,50 TL,,Çankaya,Aşıkpaşa,310.000 TL
2602-7946,23 Gün Önce,Satılık,Daire,3 + 1,130 m2,2. Kat,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Evet,Çankaya,Metin Akkuş,379.000 TL
37957-15072,30 Gün Önce,Satılık,Daire,3 + 1,145 m2,Yüksek Giriş,13 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,150 TL,Hayır,Yenimahalle,Ata,370.000 TL
53138-8163,12 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Mamak,Fahri Korutürk,360.000 TL
0-36878987,29 Gün Önce,Satılık,Müstakil Ev,2 + 0,321 m2,,4 Yaşında,Soba,1 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Arsa,,Hayır,Akyurt,Büğdüz,255.000 TL
2626-9194,10 Gün Önce,Satılık,Daire,4 + 1,190 m2,12. Kat,2 Yaşında,Merkezi,14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,300 TL,Hayır,Etimesgut,Bağlıca,825.000 TL
73018-1031,19 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Pursaklar,Fatih,250.000 TL
31522-12396,8 Gün Önce,Satılık,Daire,6 + 1,260 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Evet,Keçiören,Ayvalı,630.000 TL
15878-12379,48 Gün Önce,Satılık,Daire,4 + 1,155 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Ayvalı,590.000 TL
31522-12404,Bugün,Satılık,Daire,3 + 1,110 m2,Giriş Katı,21 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,Kat Mülkiyeti,50 TL,Hayır,Keçiören,Ayvalı,255.000 TL
3493-25255,Bugün,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,25 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,300 TL,Hayır,Çankaya,Harbiye,375.000 TL
4901-2209,33 Gün Önce,Satılık,Daire,3 + 1,135 m2,2. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Evet,Keçiören,Ovacık,520.000 TL
65431-8720,27 Gün Önce,Satılık,Daire,3 + 1,120 m2,Kot 1,15 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,,,Pursaklar,Mimar Sinan,200.000 TL
111334-1317,11 Gün Önce,Satılık,Daire,4 + 1,185 m2,7. Kat,Sıfır Bina,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,Yenimahalle,Susuz,700.000 TL
692546-1132,45 Gün Önce,Satılık,Daire,2 + 1,100 m2,Bahçe Katı,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,,Hayır,Mamak,General Zeki Doğan,135.000 TL
53138-8037,58 Gün Önce,Satılık,Daire,2 + 1,100 m2,Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Mamak,Tuzluçayır,157.000 TL
65739-15690,45 Gün Önce,Satılık,Daire,3 + 1,135 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Altındağ,Yıldıztepe,345.000 TL
72969-1757,49 Gün Önce,Satılık,Daire,2 + 1,85 m2,Kot 1,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,Sıfır,Boş,,,,Mamak,Saimekadın,172.000 TL
3493-25445,20 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Naci Çakır,270.000 TL
4480-20852,20 Gün Önce,Satılık,Daire,4 + 1,175 m2,11. Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Hayır,Pursaklar,Merkez,649.000 TL
18510-18005,Bugün,Satılık,Daire,4 + 1,180 m2,5. Kat,2 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,,,,Pursaklar,Mimar Sinan,575.000 TL
91270-1294,Bugün,Satılık,Daire,3 + 1,125 m2,2. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,,Mamak,Şahintepe,219.000 TL
113807-134,107 Gün Önce,Satılık,Müstakil Ev,2 + 1,125 m2,,20 Yaşında,Soba,2 Katlı,Uygun,Eşyalı,1,Taş Bina,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Çamlıdere,Bardakçılar,850.000 TL
114804-1690,8 Gün Önce,Satılık,Daire,4 + 1,171 m2,Teras Katı,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,35 TL,Evet,Mamak,Mutlu,284.750 TL
114841-389,28 Gün Önce,Satılık,Daire,4 + 1,190 m2,3. Kat,1 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,250 TL,Hayır,Etimesgut,Bağlıca,1.170.000 TL
44716-6481,Bugün,Satılık,Daire,5 + 1,260 m2,3. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Boş,,,Hayır,Mamak,Şahintepe,295.000 TL
2703-17519,6 Gün Önce,Satılık,Daire,4 + 1,160 m2,Yüksek Giriş,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Yunus Emre,305.000 TL
0-37004953,2 Gün Önce,Satılık,Daire,2 + 1,85 m2,2. Kat,9 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,136 TL,,Etimesgut,Atayurt,220.000 TL
111334-1289,18 Gün Önce,Satılık,Daire,4 + 1,198 m2,2. Kat,5 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,250 TL,Evet,Yenimahalle,Yeni Batı,950.000 TL
9999-871,33 Gün Önce,Satılık,Daire,4 + 1,250 m2,3. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,,,,,Çankaya,İlker,440.000 TL
15878-12417,41 Gün Önce,Satılık,Daire,3 + 1,105 m2,3. Kat,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Keçiören,Sancaktepe,279.000 TL
73018-1201,7 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Yunus Emre,240.000 TL
114015-1569,6 Gün Önce,Satılık,Daire,1 + 1,57 m2,21 ve üzeri,Sıfır Bina,Merkezi (Pay Ölçer),50 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Konutkent,440.000 TL
28851-14593,Bugün,Satılık,Daire,2 + 1,65 m2,Yüksek Giriş,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Etimesgut,İstasyon,150.000 TL
92647-2099,26 Gün Önce,Satılık,Daire,4 + 1,200 m2,3. Kat,1 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Etimesgut,Bağlıca,1.330.000 TL
114290-202,48 Gün Önce,Satılık,Daire,4 + 1,200 m2,Teras Katı,4 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,30 TL,Hayır,Etimesgut,İstasyon,330.000 TL
2703-17567,35 Gün Önce,Satılık,Daire,4 + 1,190 m2,14. Kat,Sıfır Bina,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Mimar Sinan,510.000 TL
15126-3431,12 Gün Önce,Satılık,Daire,3 + 1,150 m2,8. Kat,5 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,,,Mamak,Ege,750.000 TL
114844-344,26 Gün Önce,Satılık,Daire,3 + 1,175 m2,3. Kat,3 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Etimesgut,Bağlıca,675.000 TL
89526-924,72 Gün Önce,Satılık,Daire,3 + 1,730 m2,Villa Katı,10 Yaşında,Merkezi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,1 TL,Evet,Ayaş,Emine Tevfika Ayaşlı,590.000 TL
2602-7934,Bugün,Satılık,Daire,2 + 1,125 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,İlkadım,399.000 TL
16354-21032,8 Gün Önce,Satılık,Daire,4 + 1,177 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Yayla,545.000 TL
0-36884629,28 Gün Önce,Satılık,Daire,3 + 1,100 m2,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,1,,,Boş,,,,Mamak,Diriliş,250.000 TL
4583-14379,25 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Naci Çakır,397.000 TL
15126-3427,13 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,,Hayır,Mamak,Cengizhan,250.000 TL
114804-1991,8 Gün Önce,Satılık,Daire,2 + 1,110 m2,Giriş Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Mamak,Mutlu,210.000 TL
92647-2087,35 Gün Önce,Satılık,Daire,4 + 1,190 m2,4. Kat,6 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,325 TL,Hayır,Etimesgut,Bağlıca,1.299.000 TL
37957-15096,25 Gün Önce,Satılık,Daire,2 + 1,84 m2,8. Kat,1 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,220 TL,Hayır,Etimesgut,Altay,515.000 TL
121003-461,25 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Evet,Keçiören,İncirli,249.000 TL
16814-5254,8 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,40 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,400 TL,Hayır,Çankaya,Güvenevler,595.000 TL
4480-21154,14 Gün Önce,Satılık,Daire,3 + 1,170 m2,1. Kat,7 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Pursaklar,Fatih,490.000 TL
4583-14446,13 Gün Önce,Satılık,Daire,3 + 1,105 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Keklik Pınarı,294.000 TL
0-36995685,5 Gün Önce,Satılık,Daire,2 + 1,130 m2,Yüksek Giriş,30 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Keçiören,Şenlik,270.000 TL
113926-83,91 Gün Önce,Satılık,Daire,3 + 1,140 m2,2. Kat,10 Yaşında,Merkezi,14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,150 TL,Hayır,Altındağ,Başpınar,205.000 TL
7529-1245,70 Gün Önce,Satılık,Daire,3 + 1,130 m2,1. Kat,38 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,625 TL,Hayır,Çankaya,Remzi Oğuz Arık,665.000 TL
16354-21147,Dün,Satılık,Daire,2 + 1,110 m2,Yüksek Giriş,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Keçiören,Karargahtepe,175.000 TL
50691-1687,Bugün,Satılık,Daire,3 + 1,110 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Pursaklar,Fatih,269.000 TL
118808-426,Dün,Satılık,Daire,4 + 1,195 m2,5. Kat,3 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,Hayır,Yenimahalle,Pamuklar,615.000 TL
35644-823,234 Gün Önce,Satılık,Daire,1 + 1,72 m2,,7 Yaşında,Merkezi (Pay Ölçer),,Uygun,Eşyalı Değil,1,,,,,,,Çankaya,Oran,825.000 TL
67085-874,219 Gün Önce,Satılık,Daire,2 + 1,85 m2,Zemin,32 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,25 TL,Hayır,Keçiören,Şenlik,168.000 TL
35644-730,246 Gün Önce,Satılık,Daire,5 + 1,300 m2,Giriş Katı,7 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,,Kat Mülkiyeti,,,Çankaya,Oran,3.500.000 TL
35644-750,234 Gün Önce,Satılık,Daire,3 + 1,145 m2,,7 Yaşında,Merkezi (Pay Ölçer),,Uygun,Eşyalı Değil,2,,,,,,,Çankaya,Oran,2.350.000 TL
20665-1026,255 Gün Önce,Satılık,Daire,2 + 1,75 m2,,40 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Altındağ,Örnek,160.000 TL
35644-825,234 Gün Önce,Satılık,Daire,4 + 1,180 m2,Ara Kat,5 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Çankaya,Oran,2.300.000 TL
2244-935,46 Gün Önce,Satılık,Bina,12 + 6,940 m2,,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,8,Betonarme,,,Kat Mülkiyeti,,,Yenimahalle,Gazi,4.250.000 TL
35644-803,234 Gün Önce,Satılık,Daire,1 + 1,80 m2,6. Kat,7 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,,,Çankaya,Oran,800.000 TL
0-36009650,223 Gün Önce,Satılık,Daire,3 + 1,134 m2,1. Kat,9 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,140 TL,Evet,Gölbaşı,Eymir,435.000 TL
16354-21146,Dün,Satılık,Daire,4 + 1,190 m2,1. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Yenimahalle,Güventepe,579.000 TL
